Ville demandée (slug);Titre;Prix;Surface;Pièces;Lien;Image;Agent;Description;Nombre de lots;Charges prévisionnelles;Procédure en cours;Prix de vente;Prix au m²;DPE;GES;Nombre de photos;Note;Avis;Note_num;Avis_num;Photos_num
paris-75;Appartement à PARIS (75011);570 000 €;42 m²;2 pièces;https://www.iadfrance.fr/annonce/appartement-vente-2-pieces-paris-42m2/r1763896;https://images.iadfrance.fr/photos/realestate/2025-05/product-1822398-1.jpg?ts=202506231610&format=auto&width=300;John-Erwann Dutheil;"NOUVEAU - Rue de CHARONNE - Superbe appartement 2 pièces au CALME absolu, LUMINEUX et en excellent état !

Au 1er étage sans ascenseur d'une belle et petite copropriété de 1880, ce 2 pièces sur cour intérieure se compose d'un salon avec cuisine américaine à aménager, d'une grande chambre avec salle d'eau et WC.

À proximité immédiates de toutes les commodités et des métros L5 et L8.

Renseignements 7/7j.

 La présente annonce immobilière vise 1 lot principal situé dans une copropriété formant 40 lots au total ne faisant l'objet d'aucune procédure en cours et d'un montant de charges d’environ 88.33 € par mois (soit 1059.96 € annuel) déclaré par le vendeur.
Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : classe ENERGIE E indice 320 et classe CLIMAT B indice 10. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M. John-Erwann Dutheil EI (ID 34865), mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de Nanterre sous le numéro 844688259, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS. Le présent bien est commercialisé dans le cadre d'une délégation de mandat.";40;1 060 € / an;aucune;570 000 €;13 571 € / m²;E;B;6;5;10;5.0;10.0;6
paris-75;Appartement à Paris (75018);295 000 €;28 m²;1 pièce;https://www.iadfrance.fr/annonce/appartement-vente-1-piece-paris-28m2/r1762506;https://images.iadfrance.fr/property/broadcast/2025/07/07/0197e53775a7f931a4f537c5f2f36651.jpg?format=auto&width=300;Elodie Guichard;"Paris 18e – Pigalle / Villa de Guelma – Grand studio au calme – 28 m² – Rare à la vente

En plein cœur de Paris, à seulement 100 mètres de la place Pigalle et de sa station de métro, ce joli studio de 28 m² se trouve dans la charmante Villa de Guelma, une impasse paisible prisée pour son calme exceptionnel tout en étant à proximité immédiate de l’effervescence parisienne. Situé au 2e étage avec ascenseur d’un immeuble de caractère datant du début du XIXe siècle, dont les parties communes sont en excellent état, ce bien lumineux et parfaitement entretenu se compose d’une pièce principale avec cuisine ouverte entièrement équipée, ainsi que d’une salle de bains avec fenêtre. Ce bien rare, alliant charme de l’ancien et confort moderne, bénéficie d’un emplacement idéal dans un quartier vivant et recherché à la lisière du 9e arrondissement, proche des restaurants, commerces, écoles, théâtres, musées et transports. Idéal pied-à-terre, premier achat ou investissement locatif, ce studio offre un cadre de vie privilégié à deux pas de tout, dans un environnement confidentiel et plein de charme.

La presente annonce immobiliere vise 1 lot situé dans une copropriété de 15 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 118.97€ par mois (soit 1427.64 € annuel). Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE E indice 276 et classe CLIMAT D indice 37. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Elodie Guichard mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de NANTERRE sous le numéro 898238233, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.";15;1 428 € / an;aucune;295 000 €;10 536 € / m²;E;D;8;5;61;5.0;61.0;8
paris-75;Appartement à Paris (75014);505 000 €;49 m²;3 pièces;https://www.iadfrance.fr/annonce/appartement-vente-3-pieces-paris-49m2/r1760416;https://images.iadfrance.fr/property/broadcast/2025/05/13/0196ca51f395f5feb59c005f08233599.jpg?format=auto&width=300;Nicolas Clement;"Magnifique Appartement 3 pièces à Paris - Charme et Caractère
Situé dans un bel immeuble datant de 1895, au cœur de la ville lumière, ce superbe appartement de 50 m² environ vous séduira par son charme et son caractère authentique.

Vous découvrirez au premier étage d'un immeuble de six étages avec ascenseur, une entrée, une cuisine aménagée et équipée, un séjour lumineux exposé sud-est, deux chambres, une salle d'eau ainsi qu'un WC séparé. Le bien comprend également une cave en sous-sol ainsi qu'une coure commune ainsi qu'un parking à vélos.

L'appartement se trouve dans un cadre idéale à proximité de toutes commodités, à 2 minutes à pied du Métro ligne 4 ALESIA-PORTE D'ORLEANS.

Venez visiter sans plus tarder, coup de coeur assuré !

La presente annonce immobiliere vise 2 lots situés dans une copropriété de 36 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 130€ par mois (soit 1560 € annuel). Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE E indice 310 et classe CLIMAT B indice 10. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Nicolas Clement mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de NANTERRE sous le numéro 439652801, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.";36;1 560 € / an;aucune;505 000 €;10 306 € / m²;E;B;11;4;1;4.0;1.0;11
paris-75;Restaurant à PARIS (75003);241 600 €;66 m²;Pas de pièces;https://www.iadfrance.fr/annonce/local-commercial-vente-paris-66m2/r1762228;https://images.iadfrance.fr/photos/realestate/2025-05/product-1820656-1.jpg?ts=202505121621&format=auto&width=300;Christelle Ternoir;"RESTAURANT-PARIS-3EME-TEMPLE

VENTE FOND DE COMMERCE 



Dans le très dynamique, quartier du Temple,

Restaurant  italien la vente.



Loyer : 2750 € HT

Superficie 66 m² environ : RDC 30 m² environ de salle  30 couverts

Sous-sol 33 m² environ cuisine cuisine, très bien équipée, matériel très bon état Espace de stockage.

30 couverts

Monte-charge

Extraction 400 moteur sur le toit

Prix : 241 600 € FAI



Pour plus d’informations ou pour une visite n’hésitez pas à me contacter au plus vite !

Information d'affichage énergétique sur le bien associé à cette annonce : DPE NS indice  et GES NS indice .La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mlle Christelle Ternoir (ID 87272), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de PARIS sous le numéro 942093816";Non renseigné;Non renseigné;Non renseigné;241 600 €;3 661 € / m²;Pas de DPE;Pas de GES;1;Pas de note;Pas d'avis;;;1
paris-75;Appartement à Paris (75018);545 000 €;54 m²;3 pièces;https://www.iadfrance.fr/annonce/appartement-vente-3-pieces-paris-54m2/r1761784;https://images.iadfrance.fr/property/broadcast/2025/05/12/0196c39735770b99dd88ab77986f3bfc.jpg?format=auto&width=300;Laurent Zerbib;"* CE BIEN EST SOUS OFFRE ACCEPTÉE * Au 3 rue Ganneron 75018 (limitrophe des 9e et 17e arrondissements), appartement 3 pièces de 54,13 m² au sol (52,74 m² Carrez) + sa cave de 7,5 m², dans un petit immeuble en parfait état et bien entretenu de 5 appartements, de 1925. *

Ce bien traversant sur rue (exposition sud-est) et cour (exposition nord-ouest), au calme, sans perte de place et au 3è étage sur 4 ( sans ascenseur ), se répartit en : 
- Une entrée (distribuant l'appartement) de 3 m².
- Une cuisine séparée de 4,5 m².
- Un salon/salle à manger de 16 m².
- Une première chambre avec placards de 13 m², séparée du salon/salle à manger par un mur non-porteur.
- Une seconde chambre avec placard de 11,5 m².
- Une salle de bains de 3 m².
- Des WC séparés.
- Ainsi qu'une grande cave voutée saine de 7,5 m².
____________________________________

Beau parquet pointe de Hongrie et classique, en parfait état, dans toutes les pièces (y compris dans la chambre côté cour où le parquet est recouvert d'un simple revêtement PVC).
Eau chaude et chauffage électriques individuels.
Fenêtres double-vitrage PVC récentes.
Volets récents côté rue.
Hauteur sous plafond : 2,65 m.
Porte blindée 3 points.
Charges de copropriété modérées : 119 Eur. mensuels.
Taxe Foncière 2024 : 1.091 Eur.
Tout proche, vous trouverez les nombreux commerces, restaurants, cinémas et activités de l'avenue de Clichy et de la place de Clichy.
Métro Place de Clichy à 4 minutes et nombreuses lignes de bus proches.
Non loin, vous trouverez la Gare St-Lazare, le quartier Haussmann-Opéra, le Moulin Rouge, la Butte Montmartre, la basilique du Sacré-Coeur, etc.
DPE mars 2025 : E
_______________________________________________
Une belle opportunité en DPE E, dans un quartier recherché.
_______________________________________________
* Deux des photos sont des simulations 3D vous proposant une suggestion d'aménagement ou d'amélioration tenant compte des volumes.

La presente annonce immobiliere vise 2 lots situés dans une copropriété de 8 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 119€ par mois (soit 1428 € annuel). Honoraires d'agence à la charge de l'acquéreur. Prix honoraires inclus : 545000 euros. Prix hors honoraires : 530000 euros. Honoraires TTC à la charge de l'acquéreur (2,83% du prix du bien hors honoraires) : 15000 euros.
Information d'affichage énergétique sur ce bien : classe ENERGIE E indice 267 et classe CLIMAT B indice 8. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Laurent Zerbib mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de nanterre sous le numéro 850605676, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.";8;1 428 € / an;aucune;545 000 €;10 093 € / m²;E;B;24;4.9;76;4.9;76.0;24
paris-75;Appartement à Paris (75018);280 000 €;32 m²;2 pièces;https://www.iadfrance.fr/annonce/appartement-vente-2-pieces-paris-32m2/r1760727;https://images.iadfrance.fr/property/broadcast/2025/05/09/0196b584d596b4b1bc932c1d97fd3a3a.jpg?format=auto&width=300;Frédérique Michel;"Appartement 2 pièces, quartier recherché de Paris !  Dans une rue pavée, semi piétonne,  à 2 pas de la place de Clichy, appartement en rez de chaussée, 2 pièces de 31,5 m2 , comprenant un salon, une cuisine dinatoire, une chambre et une salle de bain avec WC. Exposition Sud, lumineux. Fenêtres double vitrage.  Porte blindée. L'appartement a été entièrement refait à neuf, belles prestations. 
Une cave complète ce lot. Rénovation des parties communes à la charge du vendeur. 
 Idéalement situé à proximité de tous les commerces, transports en commun (ligne 2 et 13) et espaces verts, cet appartement constitue un investissement sûr et rentable.
Idéal investisseurs, primo accédants ou professions libérales.
Taxe foncière: 690 euros / an 

La presente annonce immobiliere vise 2 lots situés dans une copropriété de 22 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 120€ par mois (soit 1440 € annuel). Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE D indice 249 et classe CLIMAT B indice 7. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Frédérique Michel mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de PARIS sous le numéro 750294779, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.";22;1 440 € / an;aucune;280 000 €;8 750 € / m²;D;B;8;4.9;13;4.9;13.0;8
paris-75;Appartement à Paris (75009);185 000 €;15 m²;1 pièce;https://www.iadfrance.fr/annonce/appartement-vente-1-piece-paris-15m2/r1761327;https://images.iadfrance.fr/property/broadcast/2025/05/10/0196bac762deb0aee6eef99475990d0e.jpg?format=auto&width=300;Gino Boccara;"*Appartement ""Cosy"" au cœur de Paris - Idéal pour un investissement locatif ou une résidence secondaire*

Situé dans le quartier animé de Paris, cet appartement de type studio est un véritable bijou. Avec une surface de 15m², il offre un espace de vie compact mais fonctionnel, parfait pour les investisseurs à la recherche d'un bien locatif ou pour ceux qui cherchent une résidence secondaire en plein cœur de la capitale.

En entrant dans l'appartement, vous découvrirez une pièce principale lumineuse qui peut être aménagée en espace de vie et de repos. La salle d'eau attenante ajoute une touche de modernité à ce cocon parisien. 

Ce studio regorge de potentiel ! Que vous soyez un investisseur cherchant à maximiser votre rendement locatif ou un particulier à la recherche d'un pied-à-terre au cœur de l'agitation parisienne, cet appartement est une opportunité à ne pas manquer.

Le quartier regorge de boutiques, de restaurants, de cafés et de lieux culturels offrant une vie de quartier dynamique et authentique. De plus, implanté face à la Gare Saint-Lazare, cela facilitera vos déplacements dans toute la vile. 

Ne manquez pas cette occasion unique d'acquérir un appartement à Paris.
Contactez-moi dès aujourd'hui pour organiser une visite et laissez-vous séduire par le charme et le potentiel de ce studio ""cosy au"" cœur de la capitale.

La présente annonce immobilière vise 1 lot situé dans une copropriété de 40 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 82€ par mois (soit 984€ annuel).

Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE F indice 500 et classe CLIMAT C indice 16. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Gino Boccara mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de PONTOISE sous le numéro 952874667, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.";Non renseigné;Non renseigné;Non renseigné;185 000 €;12 333 € / m²;Logement à consommation énergétique excessive;C;7;5;25;5.0;25.0;7
paris-75;Appartement à Paris (75015);460 000 €;244 m² de terrain;2 pièces;https://www.iadfrance.fr/annonce/appartement-vente-2-pieces-paris-56m2/r1756088;https://images.iadfrance.fr/property/broadcast/2025/05/03/0196962c9401b53213ff1e5913f6df1a.jpg?format=auto&width=300;Stéphanie Cornetti;"EXCLUSIVITE  :

Charmant 2 pièces avec balcon – Paris 15e – Rue calme à 6 min du métro Convention

Dans une petite rue paisible du 15e arrondissement, à seulement 6 minutes à pied du métro Convention, découvrez ce beau 2 pièces situé au 2e étage d’un immeuble 1930 très bien entretenu, au charme typiquement parisien.

D’une superficie bien agencée, l’appartement se compose d’une entrée, d’un salon lumineux ouvrant sur un balcon exposé Est, d’une chambre confortable, d’une cuisine indépendante, d’une salle de bains et de WC séparés.

Une cave en sous-sol complète ce bien, idéal pour un premier achat, un pied-à-terre ou un investissement locatif.

 Points forts :

Rue calme et recherchée
Lumineux, orientation Est
Immeuble ancien bien entretenu
Proximité immédiate des commerces, transports et écoles

La presente annonce immobiliere vise 2 lots situés dans une copropriété de 14 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 177€ par mois (soit 2124 € annuel). Honoraires d'agence à la charge de l'acquéreur. Prix honoraires inclus : 460000 euros. Prix hors honoraires : 442000 euros. Honoraires TTC à la charge de l'acquéreur (4,07% du prix du bien hors honoraires) : 18000 euros.
Information d'affichage énergétique sur ce bien : classe ENERGIE G indice 541 et classe CLIMAT G indice 119. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Stéphanie Cornetti mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de NANTERRE sous le numéro 903453215, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.";14;2 124 € / an;aucune;460 000 €;8 214 € / m²;Logement à consommation énergétique excessive;G;9;4.9;36;4.9;36.0;9
paris-75;Appartement à Paris (75015);550 000 €;64 m²;3 pièces;https://www.iadfrance.fr/annonce/appartement-vente-3-pieces-paris-64m2/r1761002;https://images.iadfrance.fr/property/broadcast/2025/05/16/0196da241d5469a22dfa368d019d634b.jpg?format=auto&width=300;Ivana NECASOVA;"Une belle opportunité à saisir – Appartement 3 pièces avec potentiel, rue Jobbé Duval

Situé au 3ᵉ étage avec ascenseur d’une copropriété bien entretenue et sécurisée, cet appartement de 63,60 m² vous séduira par son calme et son fort potentiel d’aménagement.

Il se compose d’une entrée, d’un salon, d’une salle à manger, de deux chambres, d’une cuisine indépendante, d’une salle d’eau et de WC séparés.

Son plan modulable permet de repenser facilement les espaces selon vos besoins et projets de vie. Des travaux de rénovation sont à prévoir, mais offriront l’opportunité de créer un intérieur à votre image.

Une cave, un local vélos et un local poussettes complètent ce bien.
L’environnement est idéal : rue Jobbé Duval, à proximité immédiate des commerces, écoles et transports.

Un appartement à fort potentiel, à découvrir sans tarder !

La presente annonce immobiliere vise 1 lot situé dans une copropriété de 16 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 211.67€ par mois (soit 2540 € annuel). Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE F indice 394 et classe CLIMAT E indice 60. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Ivana NECASOVA mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de paris sous le numéro 850109430, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.";16;2 540 € / an;aucune;550 000 €;8 594 € / m²;Logement à consommation énergétique excessive;E;16;5;65;5.0;65.0;16
paris-75;Appartement à Paris (75011);485 000 €;45 m²;2 pièces;https://www.iadfrance.fr/annonce/appartement-vente-2-pieces-paris-45m2/r1746585;https://images.iadfrance.fr/property/broadcast/2025/05/10/0196b94cd987bac6be45f5db081d6640.jpg?format=auto&width=300;Maxime Gandriau;"À deux pas de Nation ( bd Philippe Auguste), dans un bel immeuble haussmannien avec ascenseur, cet appartement de 45 m² situé au 2e étage séduit par son calme et sa luminosité.

L’entrée distribue une cuisine indépendante, un séjour exposé plein Sud  et des WC séparés. Puis de la pièce principale vous découvrirez une chambre au calme ainsi qu'une salle de bain.

Le charme de l’ancien est au rendez-vous : hauteur sous plafond, parquet et volumes confortables cet ensemble nous confère une atmosphère agréable et chaleureuse

Anoter qu'une grande cave  accompagne le bien et qu'un local vélo est également à disposition.

Côté commodité tout est accessible à pied : commerces, transports (métro, RER, bus), écoles, parcs et vie de quartier animée.

Un appartement rare et une opportunité à saisir dans un secteur prisé.

La presente annonce immobiliere vise 1 lot situé dans une copropriété de 22 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 125€ par mois (soit 1500 € annuel). Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE E indice 301 et classe CLIMAT E indice 65. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Maxime Gandriau mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de NANTES sous le numéro 882238181, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.";22;1 500 € / an;aucune;485 000 €;10 778 € / m²;E;E;12;4.9;13;4.9;13.0;12
paris-75;Restaurant à PARIS (75010);328 000 €;45 m²;Pas de pièces;https://www.iadfrance.fr/annonce/local-commercial-vente-paris-45m2/r1760994;https://images.iadfrance.fr/photos/realestate/2025-05/product-1819420-1.jpg?ts=202505092325&format=auto&width=300;Christelle Ternoir;"RESTAURANT-PARIS-10EME-CANAL SAINT MARTIN

VENTE DE FOND DE COMMERCE



Charmant restaurant dans un quartier très dynamique canal saint Martin.



Loyer 1700 €

Surface totale 45 m2 environ,  RDC 32 m2 environ salle + cuisine, 

étage 12m2 environ possibilité salle, bureau ou salle de repos, 

cave 7 m2 environ possibilité chambre froide, espace de stockage. 

30 couverts

Extraction 300, tube extérieure

Prix 385 000 € FAI 



N’hésitez pas à me contacter pour plus d’informations ou pour une visite !

Information d'affichage énergétique sur le bien associé à cette annonce : DPE NS indice  et GES NS indice .La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mlle Christelle Ternoir (ID 87272), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de PARIS sous le numéro 942093816";Non renseigné;Non renseigné;Non renseigné;328 000 €;7 289 € / m²;Pas de DPE;Pas de GES;1;Pas de note;Pas d'avis;;;1
paris-75;Appartement à Paris (75019);420 200 €;42 m²;2 pièces;https://www.iadfrance.fr/annonce/appartement-vente-2-pieces-paris-42m2/r1754757;https://images.iadfrance.fr/property/broadcast/2025/05/08/0196b029320b7ba7bd39a49948edd130.jpg?format=auto&width=300;Olga Berline;"Magnifique appartement 2 pièces – 42 m² – Paris 19ᵉ

Un cadre idéal pour profiter d’une vie parisienne active tout en restant au calme. À deux pas des métros Stalingrad et Riquet, vous profitez d’un emplacement recherché, à proximité immédiate des Jardins d’Éole, du Parc de la Villette, de la Cité des Sciences, du Bassin de la Villette et des Buttes-Chaumont.

Au 4ᵉ étage d’un immeuble bien entretenu des années 70 avec ascenseur, ce bel appartement sans perte d’espace séduit par son calme absolu, sa vue dégagée et son accès à un jardin collectif arboré avec espace détente et barbecue.

L’appartement, en excellent état, bénéficie d’une installation électrique entièrement refaite à neuf et d’une double exposition Sud-Est, garantissant une luminosité exceptionnelle.

Composition :
Un séjour traversant de 28,4 m², parqueté et baigné de lumière
Un espace nuit de 11 m², facilement aménageable en véritable chambre
Une cuisine ouverte de 7 m², aménagée et équipée (plaque gaz + électrique, four, lave-vaisselle, lave-linge, réfrigérateur), avec carrelage et fenêtre double vitrage
Une entrée de 3,7 m² avec rangements
Une salle d’eau moderne et WC séparé

Confort et sécurité : chauffage électrique individuel, fibre optique, porte blindée, interphone, digicode, cave en sous-sol.

Bon à savoir : le DPE classé G sera automatiquement revalorisé en F à partir de janvier 2026.

Une opportunité rare dans un quartier en pleine transformation.

La presente annonce immobiliere vise 2 lots situés dans une copropriété de 15 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 144.53€ par mois (soit 1734.4 € annuel). Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE G indice 469 et classe CLIMAT C indice 24. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Olga Berline mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de PARIS sous le numéro 927526459, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.";15;1 734 € / an;aucune;420 200 €;10 005 € / m²;Logement à consommation énergétique excessive;C;11;5;3;5.0;3.0;11
paris-75;Appartement à Paris (75011);115 000 €;47 m²;2 pièces;https://www.iadfrance.fr/annonce/appartement-vente-2-pieces-paris-47m2/r1755810;https://images.iadfrance.fr/property/broadcast/2025/05/05/0196a1e244a4f4f685edabc23e77a58a.jpg?format=auto&width=300;Jeremy Sourice;"[VIAGER OCCUPÉ – Paris 11ᵉ – Quartier Parmentier] – Charmant 2 pièces de 47 m² avec ascenseur

Idéalement situé à deux pas du métro Parmentier, dans un quartier recherché du 11ᵉ arrondissement, découvrez ce bel appartement de 47 m² au 3ᵉ étage avec ascenseur d’un immeuble ancien bien entretenu et balcon filant.
Une cave  complète bien

Ce 2 pièces avec un agencement fonctionnel :
	•	Une entrée desservant un séjour spacieux,
	•	Une chambre,
	•	Une cuisine indépendante,
	•	Une salle de bains et des WC séparés

Appartement occupé en viager par un homme de 62 ans.
Formule : Viager occupé avec rente.
Bouquet :115000 €
Rente : 720 €/mois
Valeur vénale : 440000€.

Les atouts :
	•	 à proximité immédiate des commerces, transports et vie de quartier
	•	Immeuble sécurisé avec ascenseur et parties communes soignées
	•	idéal pour un placement patrimonial serein à moyen/long terme 

Pour toute information complémentaire, je reste à votre disposition.

Contactez-moi 7j/7 pour en discuter.

La presente annonce immobiliere vise 2 lots situés dans une copropriété de 2 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 266.67€ par mois (soit 3200 € annuel). Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE E indice 295 et classe CLIMAT E indice 64. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Jeremy Sourice mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de PARIS sous le numéro 893453696, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.";2;3 200 € / an;aucune;115 000 €;2 447 € / m²;E;E;7;5;33;5.0;33.0;7
paris-75;Restaurant à PARIS (75009);148 500 €;57 m²;Pas de pièces;https://www.iadfrance.fr/annonce/local-commercial-vente-paris-57m2/r1759883;https://images.iadfrance.fr/photos/realestate/2025-05/product-1818290-1.jpg?ts=202505081849&format=auto&width=300;Christelle Ternoir;"RESTAURANT-PARIS-9EME-SAINT-GEORGES 

VENTE FONDS DE COMMERCE



Dans le très charmant quartier saint Georges proche de la place saint Georges.



Loyer 1602 € TTC

Superficie 40 m2 environ surface commerciale, salle, cuisine, toilette

30 couverts

Sous sol 17 m2 environ réserve

Hotte ménagère, pas d’extraction !

Prix 148500 € frais d’agence inclus

Idéal traiteur, coffee shop ou restauration sans nuisance.



N’hésitez pas à me contacter pour plus d’informations ou pour organiser une visite.

Information d'affichage énergétique sur le bien associé à cette annonce : DPE NS indice  et GES NS indice .La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mlle Christelle Ternoir (ID 87272), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de PARIS sous le numéro 942093816";Non renseigné;Non renseigné;Non renseigné;148 500 €;2 605 € / m²;Pas de DPE;Pas de GES;1;Pas de note;Pas d'avis;;;1
